Can only match :defs on :self or :const got :lvar unable to match
Mutant configuration:
Matcher:         #<Mutant::Matcher::Config match_expressions: [PaperTrailScrapbook*]>
(525/1601)  63% - killtime: 280.29s runtime: 74.74s overhead: -205.54s
(526/1601)  63% - killtime: 282.28s runtime: 75.75s overhead: -206.53s
(533/1601)  63% - killtime: 292.16s runtime: 76.76s overhead: -215.40s
(540/1601)  63% - killtime: 302.38s runtime: 77.77s overhead: -224.61s
(541/1601)  63% - killtime: 303.67s runtime: 78.78s overhead: -224.89s
(548/1601)  64% - killtime: 313.08s runtime: 79.78s overhead: -233.30s
(553/1601)  64% - killtime: 319.44s runtime: 80.80s overhead: -238.64s
(557/1601)  64% - killtime: 324.44s runtime: 81.81s overhead: -242.63s
(564/1601)  64% - killtime: 333.04s runtime: 82.82s overhead: -250.22s
(568/1601)  64% - killtime: 338.43s runtime: 83.83s overhead: -254.60s
(572/1601)  65% - killtime: 344.13s runtime: 84.84s overhead: -259.29s
(580/1601)  65% - killtime: 353.32s runtime: 85.85s overhead: -267.47s
(587/1601)  65% - killtime: 360.09s runtime: 86.87s overhead: -273.22s
(593/1601)  65% - killtime: 364.59s runtime: 87.87s overhead: -276.72s
(601/1601)  66% - killtime: 371.37s runtime: 88.89s overhead: -282.48s
(606/1601)  66% - killtime: 375.42s runtime: 89.90s overhead: -285.52s
(612/1601)  66% - killtime: 380.72s runtime: 90.92s overhead: -289.81s
(620/1601)  66% - killtime: 387.53s runtime: 91.94s overhead: -295.59s
(626/1601)  67% - killtime: 393.84s runtime: 92.94s overhead: -300.89s
(629/1601)  67% - killtime: 397.57s runtime: 93.95s overhead: -303.62s
(633/1601)  67% - killtime: 402.66s runtime: 94.95s overhead: -307.71s
(637/1601)  67% - killtime: 408.60s runtime: 95.95s overhead: -312.65s
(644/1601)  67% - killtime: 415.99s runtime: 96.98s overhead: -319.02s
(652/1601)  67% - killtime: 423.41s runtime: 97.99s overhead: -325.42s
(656/1601)  67% - killtime: 427.07s runtime: 99.01s overhead: -328.06s
(663/1601)  68% - killtime: 435.16s runtime: 100.01s overhead: -335.15s
(669/1601)  68% - killtime: 439.91s runtime: 101.01s overhead: -338.89s
(674/1601)  68% - killtime: 444.13s runtime: 102.01s overhead: -342.11s
(680/1601)  68% - killtime: 451.73s runtime: 103.03s overhead: -348.70s
(685/1601)  68% - killtime: 456.55s runtime: 104.04s overhead: -352.51s
(689/1601)  69% - killtime: 460.59s runtime: 105.05s overhead: -355.54s
(696/1601)  69% - killtime: 470.91s runtime: 106.07s overhead: -364.85s
(703/1601)  69% - killtime: 474.71s runtime: 107.08s overhead: -367.63s
(712/1601)  69% - killtime: 479.85s runtime: 108.10s overhead: -371.75s
(720/1601)  69% - killtime: 484.65s runtime: 109.12s overhead: -375.54s
(727/1601)  70% - killtime: 492.23s runtime: 110.13s overhead: -382.10s
(735/1601)  70% - killtime: 496.94s runtime: 111.16s overhead: -385.78s
(746/1601)  70% - killtime: 499.63s runtime: 112.17s overhead: -387.46s
(757/1601)  70% - killtime: 505.72s runtime: 113.17s overhead: -392.55s
(758/1601)  70% - killtime: 507.43s runtime: 114.17s overhead: -393.26s
(765/1601)  71% - killtime: 516.41s runtime: 115.18s overhead: -401.23s
(773/1601)  71% - killtime: 522.66s runtime: 116.18s overhead: -406.49s
(780/1601)  71% - killtime: 526.35s runtime: 117.18s overhead: -409.17s
(791/1601)  71% - killtime: 533.56s runtime: 118.18s overhead: -415.38s
(794/1601)  71% - killtime: 535.45s runtime: 119.19s overhead: -416.27s
(801/1601)  72% - killtime: 541.44s runtime: 120.20s overhead: -421.25s
(811/1601)  72% - killtime: 550.31s runtime: 121.21s overhead: -429.10s
(819/1601)  72% - killtime: 554.12s runtime: 122.24s overhead: -431.88s
(828/1601)  72% - killtime: 560.28s runtime: 123.24s overhead: -437.04s
(831/1601)  72% - killtime: 562.71s runtime: 124.24s overhead: -438.46s
(838/1601)  72% - killtime: 569.76s runtime: 125.25s overhead: -444.51s
(844/1601)  73% - killtime: 573.64s runtime: 126.25s overhead: -447.39s
(854/1601)  73% - killtime: 582.34s runtime: 127.25s overhead: -455.09s
(861/1601)  73% - killtime: 585.74s runtime: 128.25s overhead: -457.48s
(865/1601)  73% - killtime: 589.56s runtime: 129.27s overhead: -460.30s
(873/1601)  73% - killtime: 597.44s runtime: 130.27s overhead: -467.17s
(885/1601)  73% - killtime: 604.37s runtime: 131.28s overhead: -473.08s
(891/1601)  74% - killtime: 606.99s runtime: 132.29s overhead: -474.71s
(898/1601)  74% - killtime: 612.87s runtime: 133.29s overhead: -479.58s
(900/1601)  74% - killtime: 616.60s runtime: 134.30s overhead: -482.30s
(902/1601)  73% - killtime: 624.04s runtime: 135.31s overhead: -488.73s
(906/1601)  74% - killtime: 629.47s runtime: 136.33s overhead: -493.15s
(908/1601)  73% - killtime: 637.80s runtime: 137.34s overhead: -500.46s
(916/1601)  73% - killtime: 644.68s runtime: 138.35s overhead: -506.32s
(919/1601)  73% - killtime: 649.13s runtime: 139.37s overhead: -509.76s
(926/1601)  74% - killtime: 656.62s runtime: 140.37s overhead: -516.25s
(932/1601)  74% - killtime: 660.71s runtime: 141.37s overhead: -519.34s
(939/1601)  74% - killtime: 667.04s runtime: 142.37s overhead: -524.67s
(948/1601)  74% - killtime: 672.80s runtime: 143.39s overhead: -529.41s
(949/1601)  74% - killtime: 675.55s runtime: 144.40s overhead: -531.15s
(960/1601)  74% - killtime: 684.10s runtime: 145.40s overhead: -538.69s
(967/1601)  74% - killtime: 689.41s runtime: 146.44s overhead: -542.97s
(974/1601)  74% - killtime: 694.92s runtime: 147.45s overhead: -547.46s
(982/1601)  75% - killtime: 699.04s runtime: 148.47s overhead: -550.58s
(982/1601)  74% - killtime: 702.33s runtime: 149.48s overhead: -552.85s
(991/1601)  75% - killtime: 709.59s runtime: 150.49s overhead: -559.10s
(999/1601)  75% - killtime: 717.43s runtime: 151.49s overhead: -565.94s
(1006/1601)  75% - killtime: 721.79s runtime: 152.51s overhead: -569.29s
(1013/1601)  75% - killtime: 729.01s runtime: 153.51s overhead: -575.50s
(1016/1601)  75% - killtime: 732.94s runtime: 154.52s overhead: -578.42s
(1024/1601)  75% - killtime: 740.30s runtime: 155.53s overhead: -584.77s
(1028/1601)  75% - killtime: 744.58s runtime: 156.53s overhead: -588.05s
(1036/1601)  75% - killtime: 752.29s runtime: 157.54s overhead: -594.75s
(1040/1601)  75% - killtime: 754.87s runtime: 158.55s overhead: -596.32s
(1050/1601)  76% - killtime: 763.03s runtime: 159.55s overhead: -603.48s
(1061/1601)  76% - killtime: 768.00s runtime: 160.56s overhead: -607.44s
(1071/1601)  76% - killtime: 771.19s runtime: 161.58s overhead: -609.61s
(1079/1601)  76% - killtime: 774.56s runtime: 162.58s overhead: -611.98s
(1081/1601)  76% - killtime: 781.20s runtime: 163.58s overhead: -617.61s
(1085/1601)  76% - killtime: 785.40s runtime: 164.59s overhead: -620.81s
(1091/1601)  76% - killtime: 793.87s runtime: 165.59s overhead: -628.27s
(1103/1601)  76% - killtime: 797.45s runtime: 166.61s overhead: -630.84s
(1111/1601)  76% - killtime: 801.54s runtime: 167.62s overhead: -633.92s
(1121/1601)  76% - killtime: 806.03s runtime: 168.62s overhead: -637.41s
(1129/1601)  76% - killtime: 814.02s runtime: 169.63s overhead: -644.40s
(1139/1601)  76% - killtime: 817.67s runtime: 170.63s overhead: -647.04s
(1148/1601)  77% - killtime: 820.87s runtime: 171.64s overhead: -649.23s
(1158/1601)  77% - killtime: 825.68s runtime: 172.65s overhead: -653.03s
(1161/1601)  76% - killtime: 828.39s runtime: 173.66s overhead: -654.73s
(1165/1601)  76% - killtime: 837.56s runtime: 174.66s overhead: -662.90s
(1168/1601)  76% - killtime: 840.42s runtime: 175.68s overhead: -664.74s
(1178/1601)  76% - killtime: 844.78s runtime: 176.69s overhead: -668.09s
(1184/1601)  76% - killtime: 849.03s runtime: 177.70s overhead: -671.33s
(1192/1601)  76% - killtime: 856.01s runtime: 178.71s overhead: -677.30s
(1192/1601)  76% - killtime: 856.01s runtime: 179.72s overhead: -676.29s
(1198/1601)  76% - killtime: 867.87s runtime: 180.73s overhead: -687.14s
(1198/1601)  76% - killtime: 874.10s runtime: 181.73s overhead: -692.37s
(1202/1601)  76% - killtime: 880.43s runtime: 182.75s overhead: -697.69s
(1207/1601)  76% - killtime: 886.33s runtime: 183.76s overhead: -702.58s
(1210/1601)  76% - killtime: 892.89s runtime: 184.76s overhead: -708.13s
(1211/1601)  75% - killtime: 895.76s runtime: 185.76s overhead: -710.00s
(1217/1601)  76% - killtime: 899.66s runtime: 186.77s overhead: -712.89s
PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72
- rspec:0:./spec/paper_trail_scrapbook/changes_spec.rb:81/PaperTrailScrapbook::Changes#change_log provides a set of update changes
- rspec:1:./spec/paper_trail_scrapbook/changes_spec.rb:89/PaperTrailScrapbook::Changes#change_log filters the proper columns
- rspec:2:./spec/paper_trail_scrapbook/changes_spec.rb:97/PaperTrailScrapbook::Changes#change_log provides a set of create changes
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:7de57
@@ -1,10 +1,9 @@
 def assoc_klass(name, options = {})
+  options = {}
   direct_class = options[:class_name]
   if (direct_class && (!direct_class.is_a?(String)))
     return direct_class
   end
-  Object.const_get((direct_class || name.to_s).classify)
-rescue StandardError
-  Object.const_set(name.to_s.classify, Class.new)
+  Object.const_get((direct_class || name.to_s).classify) rescue Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:b5524
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
-  direct_class = options[:class_name]
+  direct_class = nil
   if (direct_class && (!direct_class.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:b57d9
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
-  direct_class = options[:class_name]
+  direct_class = options.key?(:class_name)
   if (direct_class && (!direct_class.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:65074
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
-  direct_class = options[:class_name]
+  direct_class = options[nil]
   if (direct_class && (!direct_class.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:878d5
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
-  direct_class = options[:class_name]
+  direct_class = options[self]
   if (direct_class && (!direct_class.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:1a538
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
-  direct_class = options[:class_name]
+  direct_class = options[:class_name__mutant__]
   if (direct_class && (!direct_class.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:dd380
@@ -1,10 +1,8 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
-    return direct_class
-  end
+  nil
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:34ce4
@@ -1,10 +1,8 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
-    return direct_class
-  end
+  self
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:061f3
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if nil
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:83dde
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if direct_class
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:e2770
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (nil && (!direct_class.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:1ce67
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && nil)
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:193f7
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && self)
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:bb82c
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && direct_class.is_a?(String))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:df245
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!self))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:0c2b2
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!self.is_a?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:bac41
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!direct_class.instance_of?(String)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:20c3b
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!String))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:28747
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!direct_class))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:b7d19
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!direct_class.is_a?(nil)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:c6f96
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!direct_class.is_a?))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:edba1
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if (direct_class && (!direct_class.is_a?(self)))
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:4fced
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
-  if (direct_class && (!direct_class.is_a?(String)))
+  if false
     return direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:214d5
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
   if (direct_class && (!direct_class.is_a?(String)))
-    return direct_class
+    nil
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:b5cf1
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
   if (direct_class && (!direct_class.is_a?(String)))
-    return direct_class
+    return self
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:a420e
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
   if (direct_class && (!direct_class.is_a?(String)))
-    return direct_class
+    direct_class
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:6cb8b
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
   direct_class = options[:class_name]
   if (direct_class && (!direct_class.is_a?(String)))
-    return direct_class
+    self
   end
   Object.const_get((direct_class || name.to_s).classify)
 rescue StandardError
   Object.const_set(name.to_s.classify, Class.new)
 end
-----------------------
evil:PaperTrailScrapbook::Changes#assoc_klass:/Volumes/projects/paper_trail_scrapbook/lib/paper_trail_scrapbook/changes.rb:72:fbe02
@@ -1,10 +1,10 @@
 def assoc_klass(name, options = {})
